State,District,Cycle,Nutrient,Village,Value,Category,Low_Threshold,High_Threshold,Unit,Feature_ID
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,223.28,Low,280,560,kg/ha,27_494_shc_2023-24.5390
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,211.99,Low,280,560,kg/ha,27_494_shc_2023-24.5391
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,224.54,Low,280,560,kg/ha,27_494_shc_2023-24.5645
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,327.4,Medium,280,560,kg/ha,27_494_shc_2023-24.7028
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,210.74,Low,280,560,kg/ha,27_494_shc_2023-24.7357
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,234.57,Low,280,560,kg/ha,27_494_shc_2023-24.7372
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,188.15999999999997,Low,280,560,kg/ha,27_494_shc_2023-24.9359
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,232.06,Low,280,560,kg/ha,27_494_shc_2023-24.11545
Maharashtra,Satara,2023-24,Nitrogen,Koparde Haveli,334.9248,Medium,280,560,kg/ha,27_494_shc_2023-24.1762
Maharashtra,Satara,2023-24,Nitrogen,Koparde Haveli,193.1776,Low,280,560,kg/ha,27_494_shc_2023-24.7477
Maharashtra,Satara,2023-24,Nitrogen,Vagheri,314.8544,Medium,280,560,kg/ha,27_494_shc_2023-24.3284
Maharashtra,Satara,2023-24,Nitrogen,Karavadi,232.06399999999996,Low,280,560,kg/ha,27_494_shc_2023-24.3887
Maharashtra,Satara,2023-24,Nitrogen,Vadoli Nileshwar,317.36319999999995,Medium,280,560,kg/ha,27_494_shc_2023-24.3889
Maharashtra,Satara,2023-24,Nitrogen,Vadoli Nileshwar,188.16,Low,280,560,kg/ha,27_494_shc_2023-24.5688
Maharashtra,Satara,2023-24,Nitrogen,Karavadi,326.14399999999995,Medium,280,560,kg/ha,27_494_shc_2023-24.6568
Maharashtra,Satara,2023-24,Nitrogen,Vagheri,282.24,Medium,280,560,kg/ha,27_494_shc_2023-24.7142
Maharashtra,Satara,2023-24,Nitrogen,Vadoli Nileshwar,415.2064,Medium,280,560,kg/ha,27_494_shc_2023-24.7445
Maharashtra,Satara,2023-24,Nitrogen,Karavadi,234.5728,Low,280,560,kg/ha,27_494_shc_2023-24.9659
Maharashtra,Satara,2023-24,Nitrogen,Karavadi,204.4672,Low,280,560,kg/ha,27_494_shc_2023-24.9662
Maharashtra,Satara,2023-24,Nitrogen,Vagheri,198.1952,Low,280,560,kg/ha,27_494_shc_2023-24.10648
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,318.6176,Medium,280,560,kg/ha,27_494_shc_2023-24.2488
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,259.6608,Low,280,560,kg/ha,27_494_shc_2023-24.2514
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,277.2224,Low,280,560,kg/ha,27_494_shc_2023-24.3161
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,503.0144000000001,Medium,280,560,kg/ha,27_494_shc_2023-24.3162
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,232.064,Low,280,560,kg/ha,27_494_shc_2023-24.5182
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,161.8176,Low,280,560,kg/ha,27_494_shc_2023-24.5565
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,242.09919999999997,Low,280,560,kg/ha,27_494_shc_2023-24.5822
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,321.1264,Medium,280,560,kg/ha,27_494_shc_2023-24.6595
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,309.8368,Medium,280,560,kg/ha,27_494_shc_2023-24.6709
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,440.2944,Medium,280,560,kg/ha,27_494_shc_2023-24.6710
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,267.18719999999996,Low,280,560,kg/ha,27_494_shc_2023-24.6727
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,361.2672,Medium,280,560,kg/ha,27_494_shc_2023-24.7816
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.7986
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,292.2752,Medium,280,560,kg/ha,27_494_shc_2023-24.8902
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,262.1696,Low,280,560,kg/ha,27_494_shc_2023-24.8932
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,263.424,Low,280,560,kg/ha,27_494_shc_2023-24.8948
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,175.61599999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10180
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.10181
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,154.2912,Low,280,560,kg/ha,27_494_shc_2023-24.10182
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,161.8176,Low,280,560,kg/ha,27_494_shc_2023-24.10183
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,249.62559999999996,Low,280,560,kg/ha,27_494_shc_2023-24.10184
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,252.13439999999997,Low,280,560,kg/ha,27_494_shc_2023-24.10185
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,267.18719999999996,Low,280,560,kg/ha,27_494_shc_2023-24.10186
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,245.86239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10187
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,240.8448,Low,280,560,kg/ha,27_494_shc_2023-24.10188
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,287.2576,Medium,280,560,kg/ha,27_494_shc_2023-24.10189
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,289.7664,Medium,280,560,kg/ha,27_494_shc_2023-24.10190
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,159.3088,Low,280,560,kg/ha,27_494_shc_2023-24.10843
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,283.4944,Medium,280,560,kg/ha,27_494_shc_2023-24.10844
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,268.4416,Low,280,560,kg/ha,27_494_shc_2023-24.10845
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,312.3456,Medium,280,560,kg/ha,27_494_shc_2023-24.10846
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,462.8736,Medium,280,560,kg/ha,27_494_shc_2023-24.10847
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,242.09919999999997,Low,280,560,kg/ha,27_494_shc_2023-24.10848
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,235.82719999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10855
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,287.2576,Medium,280,560,kg/ha,27_494_shc_2023-24.10856
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,332.416,Medium,280,560,kg/ha,27_494_shc_2023-24.10857
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,201.95839999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10858
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,322.38079999999997,Medium,280,560,kg/ha,27_494_shc_2023-24.10859
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,486.70720000000006,Medium,280,560,kg/ha,27_494_shc_2023-24.10860
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,282.24,Medium,280,560,kg/ha,27_494_shc_2023-24.10861
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,262.1696,Low,280,560,kg/ha,27_494_shc_2023-24.10862
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,235.82719999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10863
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,255.8976,Low,280,560,kg/ha,27_494_shc_2023-24.10864
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,262.1696,Low,280,560,kg/ha,27_494_shc_2023-24.10865
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,317.36319999999995,Medium,280,560,kg/ha,27_494_shc_2023-24.10871
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,252.13439999999997,Low,280,560,kg/ha,27_494_shc_2023-24.10872
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,265.9328,Low,280,560,kg/ha,27_494_shc_2023-24.10873
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,249.62559999999996,Low,280,560,kg/ha,27_494_shc_2023-24.10874
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,460.3648,Medium,280,560,kg/ha,27_494_shc_2023-24.10903
Maharashtra,Satara,2023-24,Nitrogen,Khonoli,296.03839999999997,Medium,280,560,kg/ha,27_494_shc_2023-24.10904
Maharashtra,Satara,2023-24,Nitrogen,Pachund,43.90400000000001,Low,280,560,kg/ha,27_494_shc_2023-24.2059
Maharashtra,Satara,2023-24,Nitrogen,Pachund,104.1152,Low,280,560,kg/ha,27_494_shc_2023-24.3287
Maharashtra,Satara,2023-24,Nitrogen,Pachund,58.956799999999994,Low,280,560,kg/ha,27_494_shc_2023-24.7143
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,178.1248,Low,280,560,kg/ha,27_494_shc_2023-24.1885
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,135.4752,Low,280,560,kg/ha,27_494_shc_2023-24.2414
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,229.5552,Low,280,560,kg/ha,27_494_shc_2023-24.2487
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,188.16,Low,280,560,kg/ha,27_494_shc_2023-24.5034
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,140.4928,Low,280,560,kg/ha,27_494_shc_2023-24.5052
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,255.8976,Low,280,560,kg/ha,27_494_shc_2023-24.5080
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,150.52800000000002,Low,280,560,kg/ha,27_494_shc_2023-24.5183
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,323.6352,Medium,280,560,kg/ha,27_494_shc_2023-24.5568
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,291.02079999999995,Medium,280,560,kg/ha,27_494_shc_2023-24.5842
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,190.6688,Low,280,560,kg/ha,27_494_shc_2023-24.6306
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,198.1952,Low,280,560,kg/ha,27_494_shc_2023-24.6594
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,169.344,Low,280,560,kg/ha,27_494_shc_2023-24.6824
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,250.88,Low,280,560,kg/ha,27_494_shc_2023-24.6834
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,318.6176,Medium,280,560,kg/ha,27_494_shc_2023-24.6845
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,144.256,Low,280,560,kg/ha,27_494_shc_2023-24.6846
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,144.256,Low,280,560,kg/ha,27_494_shc_2023-24.6888
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,168.0896,Low,280,560,kg/ha,27_494_shc_2023-24.7293
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,228.30080000000004,Low,280,560,kg/ha,27_494_shc_2023-24.7318
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,279.7312,Low,280,560,kg/ha,27_494_shc_2023-24.7747
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,242.09920000000002,Low,280,560,kg/ha,27_494_shc_2023-24.8905
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,180.6336,Low,280,560,kg/ha,27_494_shc_2023-24.8906
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,238.33599999999998,Low,280,560,kg/ha,27_494_shc_2023-24.8949
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,214.5024,Low,280,560,kg/ha,27_494_shc_2023-24.10087
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,228.30080000000004,Low,280,560,kg/ha,27_494_shc_2023-24.10088
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,283.49440000000004,Medium,280,560,kg/ha,27_494_shc_2023-24.10089
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,240.8448,Low,280,560,kg/ha,27_494_shc_2023-24.10090
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,163.072,Low,280,560,kg/ha,27_494_shc_2023-24.10093
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,436.5312,Medium,280,560,kg/ha,27_494_shc_2023-24.10094
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,159.3088,Low,280,560,kg/ha,27_494_shc_2023-24.10095
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,238.33599999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10096
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,232.064,Low,280,560,kg/ha,27_494_shc_2023-24.10097
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,329.9072,Medium,280,560,kg/ha,27_494_shc_2023-24.10098
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,247.1168,Low,280,560,kg/ha,27_494_shc_2023-24.10107
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10191
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,144.256,Low,280,560,kg/ha,27_494_shc_2023-24.10192
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,230.80960000000005,Low,280,560,kg/ha,27_494_shc_2023-24.10193
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,211.9936,Low,280,560,kg/ha,27_494_shc_2023-24.10194
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,158.05440000000002,Low,280,560,kg/ha,27_494_shc_2023-24.10195
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,314.8544,Medium,280,560,kg/ha,27_494_shc_2023-24.10196
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,183.14239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10850
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,184.39679999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10868
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,235.82720000000003,Low,280,560,kg/ha,27_494_shc_2023-24.10869
Maharashtra,Satara,2023-24,Nitrogen,Virewadi,339.94239999999996,Medium,280,560,kg/ha,27_494_shc_2023-24.10876
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,495.48799999999994,Medium,280,560,kg/ha,27_494_shc_2023-24.10890
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,166.83520000000001,Low,280,560,kg/ha,27_494_shc_2023-24.10891
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,239.59040000000002,Low,280,560,kg/ha,27_494_shc_2023-24.10892
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,163.072,Low,280,560,kg/ha,27_494_shc_2023-24.10899
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,247.1168,Low,280,560,kg/ha,27_494_shc_2023-24.10900
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,243.3536,Low,280,560,kg/ha,27_494_shc_2023-24.10901
Maharashtra,Satara,2023-24,Nitrogen,Chavhanwadi Chafal,287.2576,Medium,280,560,kg/ha,27_494_shc_2023-24.10902
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,209.48,Low,280,560,kg/ha,27_494_shc_2023-24.12012
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,234.57,Low,280,560,kg/ha,27_494_shc_2023-24.12021
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,207.89,Low,280,560,kg/ha,27_494_shc_2023-24.12022
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,242.1,Low,280,560,kg/ha,27_494_shc_2023-24.12027
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,306.07,Medium,280,560,kg/ha,27_494_shc_2023-24.12029
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,267.19,Low,280,560,kg/ha,27_494_shc_2023-24.12031
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,220.77,Low,280,560,kg/ha,27_494_shc_2023-24.12045
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,302.31,Medium,280,560,kg/ha,27_494_shc_2023-24.12049
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,245.86,Low,280,560,kg/ha,27_494_shc_2023-24.12052
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,204.47,Low,280,560,kg/ha,27_494_shc_2023-24.12055
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,244.61,Low,280,560,kg/ha,27_494_shc_2023-24.12057
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,230.81,Low,280,560,kg/ha,27_494_shc_2023-24.12058
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,214.5,Low,280,560,kg/ha,27_494_shc_2023-24.12062
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,254.64,Low,280,560,kg/ha,27_494_shc_2023-24.12063
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,209.48,Low,280,560,kg/ha,27_494_shc_2023-24.12067
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,228.3,Low,280,560,kg/ha,27_494_shc_2023-24.12072
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,194.43,Low,280,560,kg/ha,27_494_shc_2023-24.12097
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,328.65,Medium,280,560,kg/ha,27_494_shc_2023-24.12105
Maharashtra,Satara,2023-24,Nitrogen,Kharade,50.176000000000016,Low,280,560,kg/ha,27_494_shc_2023-24.4791
Maharashtra,Satara,2023-24,Nitrogen,Kharade,105.3696,Low,280,560,kg/ha,27_494_shc_2023-24.9590
Maharashtra,Satara,2023-24,Nitrogen,Kharade,175.61599999999999,Low,280,560,kg/ha,27_494_shc_2023-24.9591
Maharashtra,Satara,2023-24,Nitrogen,Jambhekarwadi,279.7312,Low,280,560,kg/ha,27_494_shc_2023-24.7989
Maharashtra,Satara,2023-24,Nitrogen,Jambhekarwadi,262.1696,Low,280,560,kg/ha,27_494_shc_2023-24.8327
Maharashtra,Satara,2023-24,Nitrogen,Jambhekarwadi,240.8448,Low,280,560,kg/ha,27_494_shc_2023-24.10332
Maharashtra,Satara,2023-24,Nitrogen,Jambhekarwadi,245.86239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.11812
Maharashtra,Satara,2023-24,Nitrogen,Jambhekarwadi,243.3536,Low,280,560,kg/ha,27_494_shc_2023-24.11817
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,250.9,Low,280,560,kg/ha,27_494_shc_2023-24.1744
Maharashtra,Satara,2023-24,Nitrogen,Tarale,275.97,Low,280,560,kg/ha,27_494_shc_2023-24.4701
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,238.3,Low,280,560,kg/ha,27_494_shc_2023-24.4703
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,263.4,Low,280,560,kg/ha,27_494_shc_2023-24.4707
Maharashtra,Satara,2023-24,Nitrogen,Vadachiwadi,225.8,Low,280,560,kg/ha,27_494_shc_2023-24.4714
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,263.4,Low,280,560,kg/ha,27_494_shc_2023-24.4715
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,188.16,Low,280,560,kg/ha,27_494_shc_2023-24.4716
Maharashtra,Satara,2023-24,Nitrogen,Vekhandwadi,276.0,Low,280,560,kg/ha,27_494_shc_2023-24.6874
Maharashtra,Satara,2023-24,Nitrogen,Tarale,225.79,Low,280,560,kg/ha,27_494_shc_2023-24.7261
Maharashtra,Satara,2023-24,Nitrogen,Kashil,173.1072,Low,280,560,kg/ha,27_494_shc_2023-24.2589
Maharashtra,Satara,2023-24,Nitrogen,Kashil,85.29919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.5637
Maharashtra,Satara,2023-24,Nitrogen,Kashil,72.7552,Low,280,560,kg/ha,27_494_shc_2023-24.5995
Maharashtra,Satara,2023-24,Nitrogen,Kashil,85.29919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.5998
Maharashtra,Satara,2023-24,Nitrogen,Kashil,72.7552,Low,280,560,kg/ha,27_494_shc_2023-24.6745
Maharashtra,Satara,2023-24,Nitrogen,Kashil,110.3872,Low,280,560,kg/ha,27_494_shc_2023-24.10510
Maharashtra,Satara,2023-24,Nitrogen,Kashil,85.29919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10514
Maharashtra,Satara,2023-24,Nitrogen,Kashil,97.8432,Low,280,560,kg/ha,27_494_shc_2023-24.10515
Maharashtra,Satara,2023-24,Nitrogen,Kashil,60.2112,Low,280,560,kg/ha,27_494_shc_2023-24.10516
Maharashtra,Satara,2023-24,Nitrogen,Kashil,135.4752,Low,280,560,kg/ha,27_494_shc_2023-24.10528
Maharashtra,Satara,2023-24,Nitrogen,Kashil,97.8432,Low,280,560,kg/ha,27_494_shc_2023-24.10529
Maharashtra,Satara,2023-24,Nitrogen,Kashil,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10533
Maharashtra,Satara,2023-24,Nitrogen,Kashil,110.3872,Low,280,560,kg/ha,27_494_shc_2023-24.10540
Maharashtra,Satara,2023-24,Nitrogen,Kashil,72.7552,Low,280,560,kg/ha,27_494_shc_2023-24.10551
Maharashtra,Satara,2023-24,Nitrogen,Kashil,85.29919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10552
Maharashtra,Satara,2023-24,Nitrogen,Kashil,97.8432,Low,280,560,kg/ha,27_494_shc_2023-24.10569
Maharashtra,Satara,2023-24,Nitrogen,Kashil,97.8432,Low,280,560,kg/ha,27_494_shc_2023-24.10583
Maharashtra,Satara,2023-24,Nitrogen,Kashil,85.29919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10608
Maharashtra,Satara,2023-24,Nitrogen,Shirgaon,367.54,Medium,280,560,kg/ha,27_494_shc_2023-24.12047
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,120.4224,Low,280,560,kg/ha,27_494_shc_2023-24.12011
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,169.344,Low,280,560,kg/ha,27_494_shc_2023-24.12066
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,185.6512,Low,280,560,kg/ha,27_494_shc_2023-24.12068
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,273.4592,Low,280,560,kg/ha,27_494_shc_2023-24.12069
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,140.49280000000002,Low,280,560,kg/ha,27_494_shc_2023-24.12070
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,175.61599999999999,Low,280,560,kg/ha,27_494_shc_2023-24.12091
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,145.5104,Low,280,560,kg/ha,27_494_shc_2023-24.12099
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,120.4224,Low,280,560,kg/ha,27_494_shc_2023-24.12100
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,181.888,Low,280,560,kg/ha,27_494_shc_2023-24.12102
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,185.6512,Low,280,560,kg/ha,27_494_shc_2023-24.12103
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,148.0192,Low,280,560,kg/ha,27_494_shc_2023-24.12104
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,150.528,Low,280,560,kg/ha,27_494_shc_2023-24.12106
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,176.87040000000002,Low,280,560,kg/ha,27_494_shc_2023-24.12108
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,145.5104,Low,280,560,kg/ha,27_494_shc_2023-24.12109
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,181.888,Low,280,560,kg/ha,27_494_shc_2023-24.12111
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,301.056,Medium,280,560,kg/ha,27_494_shc_2023-24.12112
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,150.528,Low,280,560,kg/ha,27_494_shc_2023-24.12113
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,107.87840000000001,Low,280,560,kg/ha,27_494_shc_2023-24.12114
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.12115
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,169.344,Low,280,560,kg/ha,27_494_shc_2023-24.12116
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,148.0192,Low,280,560,kg/ha,27_494_shc_2023-24.12117
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,173.10719999999998,Low,280,560,kg/ha,27_494_shc_2023-24.12118
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,161.8176,Low,280,560,kg/ha,27_494_shc_2023-24.12119
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,183.14239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.12120
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,125.44,Low,280,560,kg/ha,27_494_shc_2023-24.12121
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,120.4224,Low,280,560,kg/ha,27_494_shc_2023-24.12122
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,124.1856,Low,280,560,kg/ha,27_494_shc_2023-24.12123
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,150.528,Low,280,560,kg/ha,27_494_shc_2023-24.12124
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,149.2736,Low,280,560,kg/ha,27_494_shc_2023-24.12125
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,215.75680000000003,Low,280,560,kg/ha,27_494_shc_2023-24.12126
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,215.75680000000003,Low,280,560,kg/ha,27_494_shc_2023-24.12127
Maharashtra,Satara,2023-24,Nitrogen,Padali Helgaon,181.888,Low,280,560,kg/ha,27_494_shc_2023-24.12128
Maharashtra,Satara,2023-24,Nitrogen,Kalambi,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.8045
Maharashtra,Satara,2023-24,Nitrogen,Kalambi,131.712,Low,280,560,kg/ha,27_494_shc_2023-24.8059
Maharashtra,Satara,2023-24,Nitrogen,Kalambi,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.8060
Maharashtra,Satara,2023-24,Nitrogen,Kalambi,169.344,Low,280,560,kg/ha,27_494_shc_2023-24.8070
Maharashtra,Satara,2023-24,Nitrogen,Kalambi,106.62400000000001,Low,280,560,kg/ha,27_494_shc_2023-24.8071
